serial:  1 cards:  J3J9J 	type:   	hand_value:  1 rank_card_on_index:  [ 1, 3, 1, 9, 1 ] card_count:  { '3': 1, '9': 1 } bid:  552
serial:  584 cards:  75776 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 5, 7, 7, 6 ] card_count:  { '5': 1, '6': 1, '7': 3 } bid:  149
serial:  585 cards:  7737A 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 7, 3, 7, 14 ] card_count:  { '3': 1, '7': 3, A: 1 } bid:  270
serial:  586 cards:  7747A 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 7, 4, 7, 14 ] card_count:  { '4': 1, '7': 3, A: 1 } bid:  844
serial:  587 cards:  77573 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 7, 5, 7, 3 ] card_count:  { '3': 1, '5': 1, '7': 3 } bid:  143
serial:  588 cards:  79333 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 9, 3, 3, 3 ] card_count:  { '3': 3, '7': 1, '9': 1 } bid:  236
serial:  589 cards:  7K737 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 13, 7, 3, 7 ] card_count:  { '3': 1, '7': 3, K: 1 } bid:  305
serial:  590 cards:  7AQQQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 14, 12, 12, 12 ] card_count:  { '7': 1, Q: 3, A: 1 } bid:  835
serial:  591 cards:  7AAA4 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 14, 14, 14, 4 ] card_count:  { '4': 1, '7': 1, A: 3 } bid:  943
serial:  592 cards:  83222 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 3, 2, 2, 2 ] card_count:  { '2': 3, '3': 1, '8': 1 } bid:  703
serial:  593 cards:  83323 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 3, 3, 2, 3 ] card_count:  { '2': 1, '3': 3, '8': 1 } bid:  271
serial:  594 cards:  83393 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 3, 3, 9, 3 ] card_count:  { '3': 3, '8': 1, '9': 1 } bid:  545
serial:  595 cards:  83T33 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 3, 10, 3, 3 ] card_count:  { '3': 3, '8': 1, T: 1 } bid:  878
serial:  596 cards:  84J34 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 4, 1, 3, 4 ] card_count:  { '3': 1, '4': 2, '8': 1 } bid:  35
serial:  597 cards:  85535 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 5, 5, 3, 5 ] card_count:  { '3': 1, '5': 3, '8': 1 } bid:  415
serial:  598 cards:  85557 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 5, 5, 5, 7 ] card_count:  { '5': 3, '7': 1, '8': 1 } bid:  574
serial:  599 cards:  85886 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 5, 8, 8, 6 ] card_count:  { '5': 1, '6': 1, '8': 3 } bid:  118
serial:  600 cards:  87858 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 7, 8, 5, 8 ] card_count:  { '5': 1, '7': 1, '8': 3 } bid:  200
serial:  601 cards:  88J75 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 8, 1, 7, 5 ] card_count:  { '5': 1, '7': 1, '8': 2 } bid:  322
serial:  602 cards:  887JA 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 8, 7, 1, 14 ] card_count:  { '7': 1, '8': 2, A: 1 } bid:  252
serial:  603 cards:  88843 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 8, 8, 4, 3 ] card_count:  { '3': 1, '4': 1, '8': 3 } bid:  636
serial:  604 cards:  88986 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 8, 9, 8, 6 ] card_count:  { '6': 1, '8': 3, '9': 1 } bid:  350
serial:  605 cards:  894J9 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 9, 4, 1, 9 ] card_count:  { '4': 1, '8': 1, '9': 2 } bid:  733
serial:  606 cards:  8TQQQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 10, 12, 12, 12 ] card_count:  { '8': 1, Q: 3, T: 1 } bid:  211
serial:  607 cards:  8Q33J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 12, 3, 3, 1 ] card_count:  { '3': 2, '8': 1, Q: 1 } bid:  102
serial:  608 cards:  8K882 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 13, 8, 8, 2 ] card_count:  { '2': 1, '8': 3, K: 1 } bid:  920
serial:  609 cards:  8A3J3 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 8, 14, 3, 1, 3 ] card_count:  { '3': 2, '8': 1, A: 1 } bid:  847
serial:  610 cards:  92333 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 2, 3, 3, 3 ] card_count:  { '2': 1, '3': 3, '9': 1 } bid:  198
serial:  611 cards:  92TJ2 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 2, 10, 1, 2 ] card_count:  { '2': 2, '9': 1, T: 1 } bid:  898
serial:  612 cards:  939Q9 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 3, 9, 12, 9 ] card_count:  { '3': 1, '9': 3, Q: 1 } bid:  716
serial:  613 cards:  95JA5 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 5, 1, 14, 5 ] card_count:  { '5': 2, '9': 1, A: 1 } bid:  516
serial:  614 cards:  95557 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 5, 5, 5, 7 ] card_count:  { '5': 3, '7': 1, '9': 1 } bid:  64
serial:  615 cards:  96K9J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 6, 13, 9, 1 ] card_count:  { '6': 1, '9': 2, K: 1 } bid:  173
serial:  616 cards:  9729J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 7, 2, 9, 1 ] card_count:  { '2': 1, '7': 1, '9': 2 } bid:  693
serial:  617 cards:  977TJ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 7, 7, 10, 1 ] card_count:  { '7': 2, '9': 1, T: 1 } bid:  785
serial:  618 cards:  979JT 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 7, 9, 1, 10 ] card_count:  { '7': 1, '9': 2, T: 1 } bid:  899
serial:  619 cards:  99JK3 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 9, 1, 13, 3 ] card_count:  { '3': 1, '9': 2, K: 1 } bid:  74
serial:  620 cards:  992J3 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 9, 2, 1, 3 ] card_count:  { '2': 1, '3': 1, '9': 2 } bid:  554
serial:  621 cards:  997K9 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 9, 7, 13, 9 ] card_count:  { '7': 1, '9': 3, K: 1 } bid:  128
serial:  622 cards:  99968 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 9, 9, 6, 8 ] card_count:  { '6': 1, '8': 1, '9': 3 } bid:  12
serial:  623 cards:  9QT99 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 12, 10, 9, 9 ] card_count:  { '9': 3, T: 1, Q: 1 } bid:  704
serial:  624 cards:  9K7KK 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 13, 7, 13, 13 ] card_count:  { '7': 1, '9': 1, K: 3 } bid:  220
serial:  625 cards:  9K9Q9 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 13, 9, 12, 9 ] card_count:  { '9': 3, Q: 1, K: 1 } bid:  674
serial:  626 cards:  9AJA4 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 9, 14, 1, 14, 4 ] card_count:  { '4': 1, '9': 1, A: 2 } bid:  168
serial:  627 cards:  T2226 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 2, 2, 2, 6 ] card_count:  { '2': 3, '6': 1, T: 1 } bid:  284
serial:  628 cards:  T2TT7 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 2, 10, 10, 7 ] card_count:  { '2': 1, '7': 1, T: 3 } bid:  147
serial:  629 cards:  T3J93 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 3, 1, 9, 3 ] card_count:  { '3': 2, '9': 1, T: 1 } bid:  696
serial:  630 cards:  T3JT9 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 3, 1, 10, 9 ] card_count:  { '3': 1, '9': 1, T: 2 } bid:  893
serial:  631 cards:  T36J3 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 3, 6, 1, 3 ] card_count:  { '3': 2, '6': 1, T: 1 } bid:  17
serial:  632 cards:  T4666 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 4, 6, 6, 6 ] card_count:  { '4': 1, '6': 3, T: 1 } bid:  190
serial:  633 cards:  T6636 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 6, 6, 3, 6 ] card_count:  { '3': 1, '6': 3, T: 1 } bid:  347
serial:  634 cards:  T676J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 6, 7, 6, 1 ] card_count:  { '6': 2, '7': 1, T: 1 } bid:  823
serial:  635 cards:  T68J6 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 6, 8, 1, 6 ] card_count:  { '6': 2, '8': 1, T: 1 } bid:  195
serial:  636 cards:  T7T8T 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 7, 10, 8, 10 ] card_count:  { '7': 1, '8': 1, T: 3 } bid:  448
serial:  637 cards:  T7TAT 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 7, 10, 14, 10 ] card_count:  { '7': 1, T: 3, A: 1 } bid:  447
serial:  638 cards:  T7Q7J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 7, 12, 7, 1 ] card_count:  { '7': 2, Q: 1, T: 1 } bid:  396
serial:  639 cards:  T7AJ7 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 7, 14, 1, 7 ] card_count:  { '7': 2, A: 1, T: 1 } bid:  334
serial:  640 cards:  T89J9 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 8, 9, 1, 9 ] card_count:  { '8': 1, '9': 2, T: 1 } bid:  38
serial:  641 cards:  T8T3T 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 8, 10, 3, 10 ] card_count:  { '3': 1, '8': 1, T: 3 } bid:  792
serial:  642 cards:  T9777 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 9, 7, 7, 7 ] card_count:  { '7': 3, '9': 1, T: 1 } bid:  323
serial:  643 cards:  TTJ8Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 10, 1, 8, 12 ] card_count:  { '8': 1, Q: 1, T: 2 } bid:  632
serial:  644 cards:  TT5T2 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 10, 5, 10, 2 ] card_count:  { '2': 1, '5': 1, T: 3 } bid:  266
serial:  645 cards:  TT7QT 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 10, 7, 12, 10 ] card_count:  { '7': 1, T: 3, Q: 1 } bid:  507
serial:  646 cards:  TTT53 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 10, 10, 5, 3 ] card_count:  { '3': 1, '5': 1, T: 3 } bid:  859
serial:  647 cards:  TTQ5T 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 10, 12, 5, 10 ] card_count:  { '5': 1, T: 3, Q: 1 } bid:  962
serial:  648 cards:  TQ8JQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 12, 8, 1, 12 ] card_count:  { '8': 1, Q: 2, T: 1 } bid:  884
serial:  649 cards:  TQQ4J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 10, 12, 12, 4, 1 ] card_count:  { '4': 1, Q: 2, T: 1 } bid:  381
serial:  650 cards:  Q35QQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 3, 5, 12, 12 ] card_count:  { '3': 1, '5': 1, Q: 3 } bid:  1
serial:  651 cards:  Q3QJ6 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 3, 12, 1, 6 ] card_count:  { '3': 1, '6': 1, Q: 2 } bid:  580
serial:  652 cards:  Q4443 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 4, 4, 4, 3 ] card_count:  { '3': 1, '4': 3, Q: 1 } bid:  734
serial:  653 cards:  Q5QJ4 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 5, 12, 1, 4 ] card_count:  { '4': 1, '5': 1, Q: 2 } bid:  573
serial:  654 cards:  Q6AAA 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 6, 14, 14, 14 ] card_count:  { '6': 1, A: 3, Q: 1 } bid:  486
serial:  655 cards:  Q8J4Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 8, 1, 4, 12 ] card_count:  { '4': 1, '8': 1, Q: 2 } bid:  472
serial:  656 cards:  Q9KKK 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 9, 13, 13, 13 ] card_count:  { '9': 1, K: 3, Q: 1 } bid:  213
serial:  657 cards:  QTTT6 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 10, 10, 10, 6 ] card_count:  { '6': 1, T: 3, Q: 1 } bid:  319
serial:  658 cards:  QQ9KQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 12, 9, 13, 12 ] card_count:  { '9': 1, Q: 3, K: 1 } bid:  825
serial:  659 cards:  QQQ79 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 12, 12, 7, 9 ] card_count:  { '7': 1, '9': 1, Q: 3 } bid:  167
serial:  660 cards:  QQQ8A 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 12, 12, 8, 14 ] card_count:  { '8': 1, A: 1, Q: 3 } bid:  374
serial:  661 cards:  QQQ9T 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 12, 12, 9, 10 ] card_count:  { '9': 1, T: 1, Q: 3 } bid:  988
serial:  662 cards:  QQQT6 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 12, 12, 10, 6 ] card_count:  { '6': 1, T: 1, Q: 3 } bid:  126
serial:  663 cards:  QQKJ6 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 12, 13, 1, 6 ] card_count:  { '6': 1, K: 1, Q: 2 } bid:  454
serial:  664 cards:  QK777 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 13, 7, 7, 7 ] card_count:  { '7': 3, K: 1, Q: 1 } bid:  249
serial:  665 cards:  QK9JQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 13, 9, 1, 12 ] card_count:  { '9': 1, Q: 2, K: 1 } bid:  27
serial:  666 cards:  QKQ8Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 12, 13, 12, 8, 12 ] card_count:  { '8': 1, Q: 3, K: 1 } bid:  908
serial:  667 cards:  K2252 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 2, 2, 5, 2 ] card_count:  { '2': 3, '5': 1, K: 1 } bid:  216
serial:  668 cards:  K3TJ3 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 3, 10, 1, 3 ] card_count:  { '3': 2, T: 1, K: 1 } bid:  864
serial:  669 cards:  K3KK5 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 3, 13, 13, 5 ] card_count:  { '3': 1, '5': 1, K: 3 } bid:  711
serial:  670 cards:  K4446 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 4, 4, 4, 6 ] card_count:  { '4': 3, '6': 1, K: 1 } bid:  85
serial:  671 cards:  K5KK7 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 5, 13, 13, 7 ] card_count:  { '5': 1, '7': 1, K: 3 } bid:  975
serial:  672 cards:  K7J57 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 7, 1, 5, 7 ] card_count:  { '5': 1, '7': 2, K: 1 } bid:  677
serial:  673 cards:  K883J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 8, 8, 3, 1 ] card_count:  { '3': 1, '8': 2, K: 1 } bid:  391
serial:  674 cards:  K8T88 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 8, 10, 8, 8 ] card_count:  { '8': 3, T: 1, K: 1 } bid:  963
serial:  675 cards:  KTJK3 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 10, 1, 13, 3 ] card_count:  { '3': 1, K: 2, T: 1 } bid:  743
serial:  676 cards:  KT999 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 10, 9, 9, 9 ] card_count:  { '9': 3, T: 1, K: 1 } bid:  274
serial:  677 cards:  KQQ3Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 12, 12, 3, 12 ] card_count:  { '3': 1, Q: 3, K: 1 } bid:  385
serial:  678 cards:  KK3QJ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 13, 3, 12, 1 ] card_count:  { '3': 1, Q: 1, K: 2 } bid:  471
serial:  679 cards:  KK4KT 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 13, 4, 13, 10 ] card_count:  { '4': 1, T: 1, K: 3 } bid:  501
serial:  680 cards:  KK59K 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 13, 5, 9, 13 ] card_count:  { '5': 1, '9': 1, K: 3 } bid:  874
serial:  681 cards:  KK83K 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 13, 8, 3, 13 ] card_count:  { '3': 1, '8': 1, K: 3 } bid:  260
serial:  682 cards:  KK95J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 13, 9, 5, 1 ] card_count:  { '5': 1, '9': 1, K: 2 } bid:  566
serial:  683 cards:  KKK76 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 13, 13, 7, 6 ] card_count:  { '6': 1, '7': 1, K: 3 } bid:  395
serial:  684 cards:  KKKTQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 13, 13, 10, 12 ] card_count:  { Q: 1, T: 1, K: 3 } bid:  957
serial:  685 cards:  KAKK8 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 14, 13, 13, 8 ] card_count:  { '8': 1, K: 3, A: 1 } bid:  744
serial:  686 cards:  KAKK9 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 13, 14, 13, 13, 9 ] card_count:  { '9': 1, K: 3, A: 1 } bid:  262
serial:  687 cards:  A2A5A 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 2, 14, 5, 14 ] card_count:  { '2': 1, '5': 1, A: 3 } bid:  879
serial:  688 cards:  A336J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 3, 3, 6, 1 ] card_count:  { '3': 2, '6': 1, A: 1 } bid:  779
serial:  689 cards:  A3QJ3 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 3, 12, 1, 3 ] card_count:  { '3': 2, Q: 1, A: 1 } bid:  738
serial:  690 cards:  A5955 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 5, 9, 5, 5 ] card_count:  { '5': 3, '9': 1, A: 1 } bid:  293
serial:  691 cards:  A5QAA 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 5, 12, 14, 14 ] card_count:  { '5': 1, A: 3, Q: 1 } bid:  235
serial:  692 cards:  A666Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 6, 6, 6, 12 ] card_count:  { '6': 3, Q: 1, A: 1 } bid:  842
serial:  693 cards:  A9799 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 9, 7, 9, 9 ] card_count:  { '7': 1, '9': 3, A: 1 } bid:  95
serial:  694 cards:  ATJ4T 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 10, 1, 4, 10 ] card_count:  { '4': 1, T: 2, A: 1 } bid:  107
serial:  695 cards:  ATTT6 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 10, 10, 10, 6 ] card_count:  { '6': 1, T: 3, A: 1 } bid:  247
serial:  696 cards:  ATKKK 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 10, 13, 13, 13 ] card_count:  { K: 3, T: 1, A: 1 } bid:  104
serial:  697 cards:  AKA5A 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 13, 14, 5, 14 ] card_count:  { '5': 1, A: 3, K: 1 } bid:  14
serial:  698 cards:  AA4JQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 14, 4, 1, 12 ] card_count:  { '4': 1, Q: 1, A: 2 } bid:  911
serial:  699 cards:  AA5A7 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 14, 5, 14, 7 ] card_count:  { '5': 1, '7': 1, A: 3 } bid:  338
serial:  700 cards:  AA65A 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 14, 6, 5, 14 ] card_count:  { '5': 1, '6': 1, A: 3 } bid:  642
serial:  701 cards:  AA6A3 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 14, 6, 14, 3 ] card_count:  { '3': 1, '6': 1, A: 3 } bid:  387
serial:  702 cards:  AAA59 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 14, 14, 5, 9 ] card_count:  { '5': 1, '9': 1, A: 3 } bid:  652
serial:  703 cards:  AAAQ8 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 14, 14, 14, 12, 8 ] card_count:  { '8': 1, Q: 1, A: 3 } bid:  357
serial:  704 cards:  J22KK 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 1, 2, 2, 13, 13 ] card_count:  { '2': 2, K: 2 } bid:  519
serial:  705 cards:  J3TT3 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 1, 3, 10, 10, 3 ] card_count:  { '3': 2, T: 2 } bid:  540
serial:  706 cards:  J88KK 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 1, 8, 8, 13, 13 ] card_count:  { '8': 2, K: 2 } bid:  721
serial:  707 cards:  J8TT8 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 1, 8, 10, 10, 8 ] card_count:  { '8': 2, T: 2 } bid:  105
serial:  708 cards:  J9393 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 1, 9, 3, 9, 3 ] card_count:  { '3': 2, '9': 2 } bid:  971
serial:  709 cards:  J9779 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 1, 9, 7, 7, 9 ] card_count:  { '7': 2, '9': 2 } bid:  321
serial:  710 cards:  2J299 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 2, 1, 2, 9, 9 ] card_count:  { '2': 2, '9': 2 } bid:  404
serial:  711 cards:  2JQ2Q 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 2, 1, 12, 2, 12 ] card_count:  { '2': 2, Q: 2 } bid:  460
serial:  712 cards:  223J3 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 2, 2, 3, 1, 3 ] card_count:  { '2': 2, '3': 2 } bid:  766
serial:  713 cards:  23332 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 2, 3, 3, 3, 2 ] card_count:  { '2': 2, '3': 3 } bid:  246
serial:  714 cards:  25255 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 2, 5, 2, 5, 5 ] card_count:  { '2': 2, '5': 3 } bid:  871
serial:  715 cards:  26266 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 2, 6, 2, 6, 6 ] card_count:  { '2': 2, '6': 3 } bid:  628
serial:  716 cards:  29992 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 2, 9, 9, 9, 2 ] card_count:  { '2': 2, '9': 3 } bid:  570
serial:  717 cards:  2T22T 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 2, 10, 2, 2, 10 ] card_count:  { '2': 3, T: 2 } bid:  484
serial:  718 cards:  2QQQ2 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 2, 12, 12, 12, 2 ] card_count:  { '2': 2, Q: 3 } bid:  706
serial:  719 cards:  32223 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 3, 2, 2, 2, 3 ] card_count:  { '2': 3, '3': 2 } bid:  251
serial:  720 cards:  33434 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 3, 3, 4, 3, 4 ] card_count:  { '3': 3, '4': 2 } bid:  788
serial:  721 cards:  33QJQ 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 3, 3, 12, 1, 12 ] card_count:  { '3': 2, Q: 2 } bid:  212
serial:  722 cards:  353J5 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 3, 5, 3, 1, 5 ] card_count:  { '3': 2, '5': 2 } bid:  283
serial:  723 cards:  37J73 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 3, 7, 1, 7, 3 ] card_count:  { '3': 2, '7': 2 } bid:  328
serial:  724 cards:  37773 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 3, 7, 7, 7, 3 ] card_count:  { '3': 2, '7': 3 } bid:  290
serial:  725 cards:  38338 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 3, 8, 3, 3, 8 ] card_count:  { '3': 3, '8': 2 } bid:  422
serial:  726 cards:  39393 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 3, 9, 3, 9, 3 ] card_count:  { '3': 3, '9': 2 } bid:  506
serial:  727 cards:  3KJK3 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 3, 13, 1, 13, 3 ] card_count:  { '3': 2, K: 2 } bid:  563
serial:  728 cards:  4J4AA 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 4, 1, 4, 14, 14 ] card_count:  { '4': 2, A: 2 } bid:  772
serial:  729 cards:  42242 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 4, 2, 2, 4, 2 ] card_count:  { '2': 3, '4': 2 } bid:  955
serial:  730 cards:  442J2 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 4, 4, 2, 1, 2 ] card_count:  { '2': 2, '4': 2 } bid:  719
serial:  731 cards:  4499J 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 4, 4, 9, 9, 1 ] card_count:  { '4': 2, '9': 2 } bid:  124
serial:  732 cards:  44A4A 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 4, 4, 14, 4, 14 ] card_count:  { '4': 3, A: 2 } bid:  406
serial:  733 cards:  4KK44 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 4, 13, 13, 4, 4 ] card_count:  { '4': 3, K: 2 } bid:  127
serial:  734 cards:  52252 	type:  full house 	hand_value:  3500 rank_card_on_index:  [ 5, 2, 2, 5, 2 ] card_count:  { '2': 3, '5': 2 } bid:  32
